cardClass,cost,dbfId,flavor,id,name,rarity,spellSchool,text,type,attack,health,races,durability
WARRIOR,3.0,65656,"""You asked for unbendable, unwavering armor–I don't see why you're upset.""",SW_094,Heavy Plate,COMMON,,"<b>Tradeable</b>
Gain 8 Armor.",SPELL,,,,
SHAMAN,1.0,66288,"""It's a real fixer-upper. I mean a REAL fixer upper.""",SW_095,Investment Opportunity,COMMON,,[x]Draw an <b>Overload</b> card.,SPELL,,,,
WARRIOR,4.0,65693,Someone got a little too excited inventing a can opener.,SW_097,Remote-Controlled Golem,EPIC,,"[x]After this takes damage,
shuffle two Golem Parts into
your deck. When drawn,
  summon a 2/1 Mech.",MINION,3.0,6.0,['MECHANICAL'],
MAGE,4.0,64423,Everything is 50% off now that our warehouse burned down.,SW_107,Fire Sale,COMMON,FIRE,"<b>Tradeable</b>
Deal $3 damage
to all minions.",SPELL,,,,
MAGE,1.0,64430,You never forget your first love: fire.,SW_108,First Flame,RARE,FIRE,Deal $2 damage to a minion. Add a Second Flame to your hand.,SPELL,,,,
MAGE,7.0,64433,Not the nacho cheese!,SW_109,Clumsy Courier,EPIC,,<b>Battlecry:</b> Cast the highest Cost spell from your hand.,MINION,4.0,5.0,,
MAGE,2.0,64434,"""So there I was in the Deadmines, I had VanCleef by the throat, and I was just about to let him have it when... <sniff> What's that smell?""",SW_110,Ignite,EPIC,FIRE,"Deal $2 damage. Shuffle an Ignite into
your deck that deals
one more damage.",SPELL,,,,
MAGE,5.0,64435,Has been burning at both ends to keep the place illuminated.,SW_111,Sanctum Chandler,RARE,,"After you cast a Fire spell, draw a spell.",MINION,4.0,5.0,['ELEMENTAL'],
MAGE,2.0,64436,"Ah, yeah. This guy. Definitely not an evil dragon in disguise either.",SW_112,Prestor's Pyromancer,COMMON,,"<b>Battlecry:</b> Your next
Fire spell has <b>Spell
Damage +2</b>.",MINION,2.0,3.0,,
MAGE,8.0,64438,He's really disappointed Jaina became a frost mage.,SW_113,Grand Magus Antonidas,LEGENDARY,,"[x]<b>Battlecry:</b> If you've cast a
Fire spell on each of your last
three turns, cast 3 Fireballs at
   random enemies.@ <i>(@/3)</i>",MINION,6.0,6.0,,
SHAMAN,1.0,64773,Wait. It costs mana to be out of mana?!,SW_114,Overdraft,EPIC,,"[x]<b>Tradeable</b>
Unlock your <b>Overloaded</b>
Mana Crystals to deal
that much damage.",SPELL,,,,
SHAMAN,2.0,64774,"Show him how to do something once, and he can do it a thousand times. This turn.",SW_115,Bolner Hammerbeak,LEGENDARY,,"[x]After you play a <b>Battlecry</b>
minion, repeat the first
  <b>Battlecry</b> played this turn. ",MINION,1.0,4.0,,
PALADIN,4.0,64007,Valedictorian of knight school.,SW_305,First Blade of Wrynn,EPIC,,"[x]<b>Divine Shield</b>
<b>Battlecry:</b> Gain <b>Rush</b> if this
has at least 4 Attack.",MINION,3.0,5.0,,
NEUTRAL,2.0,64008,"""Now I can pick up EVERY knick-knack.""",SW_306,Encumbered Pack Mule,RARE,,"[x]<b>Taunt</b>
When you draw this, add a
 copy of it to your hand.",MINION,2.0,3.0,['BEAST'],
NEUTRAL,3.0,64010,Northrend's greatest export: funnel cakes.,SW_307,Traveling Merchant,COMMON,,"[x]<b>Tradeable</b>
<b>Battlecry:</b> Gain +1/+1
for each other friendly
 minion you control.",MINION,2.0,3.0,,
ROGUE,4.0,64013,"Don't worry, the blade retracts into the handle!",SW_310,Counterfeit Blade,EPIC,,"[x]<b>Battlecry</b>: Get a copy
of a random friendly
<b>Deathrattle</b> minion
that died this game.",WEAPON,4.0,,,2.0
ROGUE,2.0,64014,"""I don't have money… but what I do have is a particular set of skills.""",SW_311,Garrote,EPIC,,"[x]Deal $2 damage to the
enemy hero. Shuffle 3
Bleeds into your deck that
deal $2 more when drawn.",SPELL,,,,
PALADIN,1.0,64308,"Faith is never lost, only repurposed.",SW_313,Rise to the Occasion,LEGENDARY,,"<b>Questline:</b> Play 3 different 1-Cost cards.
<b>Reward:</b> Equip a 1/4 Light's Justice.",SPELL,,,,
PALADIN,3.0,64367,This entire city must be purged. Or at least just the minions.,SW_314,Lightbringer's Hammer,EPIC,,"<b>Lifesteal</b>
Can't attack heroes.",WEAPON,3.0,,,2.0
PALADIN,3.0,64368,"Back in my day, we had to carry our inspiration uphill both ways to war.",SW_315,Alliance Bannerman,COMMON,,"[x]<b>Battlecry:</b> Draw a minion.
Give minions in your
hand +1/+1.",MINION,2.0,2.0,,
PALADIN,2.0,64525,The Horde rued the day that Cariel was allowed to take her pet to work.,SW_316,Noble Mount,RARE,,"G[x]ive a minion +1/+1
and <b>Divine Shield</b>.
When it dies, summon
a Warhorse.",SPELL,,,,
PALADIN,3.0,64371,"A little dark down here. So much for ""serving the Light.""",SW_317,Catacomb Guard,RARE,,"[x]<b>Lifesteal</b>
<b>Battlecry:</b> Deal damage
equal to this minion's Attack
to an enemy minion.",MINION,1.0,4.0,,
NEUTRAL,1.0,64372,"Better pay them, or they'll join the Defias.",SW_319,Peasant,COMMON,,"At the start of your turn, draw a card.",MINION,2.0,1.0,,
HUNTER,6.0,64627,They don't care if you believe they exist.,SW_320,Rats of Extraordinary Size,EPIC,,"[x]Summon seven 1/1
Rats. Any that can't fit
on the battlefield go to
your hand with +4/+4.",SPELL,,,,
HUNTER,3.0,64631,"Wait, you WEREN'T aiming before?!",SW_321,Aimed Shot,COMMON,,Deal $3 damage. Your next Hero Power deals 2 more damage.,SPELL,,,,
HUNTER,1.0,64637,Don't shoot until you see the purples of their eyes.,SW_322,Defend the Dwarven District,LEGENDARY,,<b>Questline:</b> Deal damage with 3 spells. <b>Reward:</b> Your Hero Power can target minions.,SPELL,,,,
HUNTER,5.0,64970,"""I'm the giant rat that makes all of da rules!""",SW_323,The Rat King,LEGENDARY,,"[x]<b>Rush</b>. <b>Deathrattle:</b> Go
<b>Dormant</b>. Revive after 5
friendly minions die.",MINION,5.0,5.0,['BEAST'],
NEUTRAL,3.0,63821,"""If you're a city guard, you have to tell me. Otherwise, it's entrapment.""",SW_400,Entrapped Sorceress,RARE,,"[x]<b>Battlecry:</b> If you control a
 <b>Quest</b>, <b>Discover</b> a spell.",MINION,3.0,4.0,,
ROGUE,4.0,63955,"""I trust the Forsaken as far as I can smell them. Which, I guess is actually pretty far.""",SW_405,Sketchy Information,RARE,,"[x]Draw a <b>Deathrattle</b> card
that costs (4) or less.
Trigger its <b>Deathrattle.</b>",SPELL,,,,
ROGUE,4.0,64031,"Sitting in a tavern all day and looking scary is hard work, but somebody has to do it.",SW_411,SI:7 Informant,COMMON,,<b>Battlecry:</b> Gain +1/+1 for each other SI:7 card you've played this game.,MINION,3.0,3.0,,
ROGUE,1.0,64033,"""It's a dangerous world out there. It'd be a shame if your protection insurance were to suddenly run out…""",SW_412,SI:7 Extortion,RARE,,"<b>Tradeable</b>
Deal $3 damage to an undamaged character.",SPELL,,,,
ROGUE,3.0,64034,What do you mean you're out of ponies?,SW_413,SI:7 Operative,COMMON,,"<b>Rush</b>
After this attacks a minion, gain <b>Stealth</b>.",MINION,2.0,4.0,,
ROGUE,7.0,64163,You can't keep the streets clean if you're afraid to get your hands dirty.,SW_417,SI:7 Assassin,RARE,,"[x]Costs (1) less for each SI:7
card you've played this game.
<b>Combo:</b> Destroy an
enemy minion.",MINION,4.0,4.0,,
NEUTRAL,2.0,64166,Burying bones and calling it skullduggery.,SW_418,SI:7 Skulker,COMMON,,"[x]<b>Stealth</b>
<b>Battlecry:</b> The next card
  you draw costs (1) less.",MINION,2.0,2.0,,
DRUID,3.0,64201,Even the moon goddess needs to back up her databases.,SW_419,Oracle of Elune,EPIC,,"[x]After you play a minion
that costs (2) or less,
summon a copy of it.",MINION,2.0,4.0,,
DRUID,1.0,64236,"""I'M NOT A TAILOR!""",SW_422,Sow the Soil,COMMON,NATURE,<b>Choose One</b> - Give your minions +1 Attack; or  Summon a 2/2 Treant.,SPELL,,,,
DRUID,1.0,64291,"Mister, have you seen my Archdruid?",SW_428,Lost in the Park,LEGENDARY,,<b>Questline:</b> Gain 4 Attack with your hero. <b>Reward:</b> Gain 5 Armor.,SPELL,,,,
DRUID,6.0,64292,The agility course takes a while.,SW_429,Best in Shell,COMMON,,"[x]<b>Tradeable</b>
Summon two 2/7
 Turtles with <b>Taunt</b>.",SPELL,,,,
DRUID,4.0,64337,Somebody called animal control once. It didn't work out very well for anybody.,SW_431,Park Panther,RARE,,"[x]<b>Rush</b>. Whenever this
attacks, give your hero
+3 Attack this turn.",MINION,4.0,4.0,['BEAST'],
DRUID,4.0,64346,"No matter how big they are or how many times you tell them no, they STILL won't stay off the couch.",SW_432,Kodo Mount,RARE,,"Give a minion +4/+2 and <b>Rush</b>. When it dies, summon a Kodo.",SPELL,,,,
PRIEST,1.0,64349,Xyrella was looking for spiritual guidance but found deck-building tips instead.,SW_433,Seek Guidance,LEGENDARY,,"[x]<b>Questline:</b> Play a 2, 3,
and 4-Cost card.
<b>Reward:</b> <b>Discover</b> a card
from your deck.",SPELL,,,,
ROGUE,3.0,64363,Pay up or you'll be swimming with the fishes.,SW_434,Loan Shark,COMMON,,"[x]<b>Battlecry:</b> Give your
opponent a Coin.
  <b>Deathrattle:</b> You get two.",MINION,3.0,4.0,['BEAST'],
DRUID,2.0,64384,They say pets tend to look like their owners.,SW_436,Wickerclaw,COMMON,,"After your hero gains Attack, this minion
gains +2 Attack.",MINION,1.0,4.0,['BEAST'],
DRUID,2.0,64385,The Treants really give their bodies to the cause.,SW_437,Composting,EPIC,NATURE,"Give your minions
""<b>Deathrattle:</b> Draw
  a card.""",SPELL,,,,
DRUID,1.0,64388,"Oh, they're cute now. Just wait till they unleash a Savage Roar.",SW_439,Vibrant Squirrel,RARE,,"[x]<b>Deathrattle:</b> Shuffle 4 Acorns
into your deck. When drawn,
summon a 2/1 Squirrel.",MINION,2.0,1.0,['BEAST'],
PRIEST,1.0,64390,Necromancy is motivational speaking for the dead.,SW_440,Call of the Grave,EPIC,SHADOW,"[x]<b>Discover</b> a <b>Deathrattle</b>
minion. If you have
enough Mana to play it,
trigger its <b>Deathrattle</b>.",SPELL,,,,
PRIEST,1.0,64391,"Fell from the sky, huh? I'll give you ten gold.",SW_441,Shard of the Naaru,COMMON,HOLY,"<b>Tradeable</b>
<b>Silence</b> all enemy minions.",SPELL,,,,
PRIEST,4.0,64392,Light's easy. Void's hard.,SW_442,Void Shard,COMMON,SHADOW,"<b>Lifesteal</b>
Deal $4 damage.",SPELL,,,,
PRIEST,7.0,64416,Pink Elekks are on parade!,SW_443,Elekk Mount,RARE,,"Give a minion +4/+7 and <b>Taunt</b>. When it dies, summon an Elekk.",SPELL,,,,
PRIEST,2.0,64419,Nobody asks questions if you're carrying a clipboard.,SW_444,Twilight Deceptor,COMMON,,"<b>Battlecry:</b> If any hero took damage this turn, draw a Shadow spell.",MINION,2.0,3.0,,
PRIEST,3.0,64425,Listens to a LOT of K-pop.,SW_445,Psyfiend,RARE,,"After you cast a Shadow spell, deal 2 damage to each hero.",MINION,3.0,4.0,,
PRIEST,1.0,64429,Don't TOUCH the Void. You don't know where it's been.,SW_446,Voidtouched Attendant,EPIC,,Both heroes take one extra damage from all sources.,MINION,1.0,3.0,,
DRUID,8.0,64439,Sheldras really went to the park for his pilgrimage.,SW_447,Sheldras Moontree,LEGENDARY,,"[x]<b>Battlecry:</b> The next 3
spells you draw are
<b>Cast When Drawn</b>.",MINION,5.0,5.0,,
PRIEST,5.0,64443,"Dark Bishop takes Light Pawn, check.",SW_448,Darkbishop Benedictus,LEGENDARY,,"<b>Start of Game:</b> If the spells in your deck are all Shadow, enter Shadowform.",MINION,5.0,6.0,,
MAGE,1.0,64488,"After ""the incident,"" the Stockades really had to reevaluate their anti-mage protocols.",SW_450,Sorcerer's Gambit,LEGENDARY,,"<b>Questline:</b> Cast a Fire, Frost, and Arcane spell. <b>Reward: </b>Draw a spell.",SPELL,,,,
DEMONHUNTER,1.0,64629,Always wanted to be the green ranger.,SW_451,Metamorfin,COMMON,,"<b>Taunt</b>
<b>Battlecry:</b> If you've cast a Fel spell this turn, gain +2/+2.",MINION,1.0,2.0,"['DEMON', 'MURLOC']",
DEMONHUNTER,3.0,64665,Otherwise known as a nematode.,SW_452,Chaos Leech,RARE,FEL,"<b>Lifesteal</b>. Deal $3 damage to a minion.
<b>Outcast:</b> Deal $5 instead.",SPELL,,,,
DEMONHUNTER,3.0,64688,Only as sharp as your draw.,SW_454,Lion's Frenzy,EPIC,,Has Attack equal to the number of cards you've drawn this turn.,WEAPON,0.0,,,2.0
HUNTER,4.0,64960,"Pig sty? No, this is a rat's nest.",SW_455,Rodent Nest,COMMON,,<b>Deathrattle:</b> Summon five 1/1 Rats.,MINION,2.0,2.0,,
HUNTER,1.0,64964,Combining taxidermy and tailoring.,SW_457,Leatherworking Kit,RARE,,"[x]After three friendly
Beasts die, draw a Beast
and give it +1/+1.
Lose 1 Durability.",WEAPON,0.0,,,3.0
HUNTER,3.0,64965,Tavish has some road rage issues to work through.,SW_458,Ramming Mount,RARE,,"[x]Give a minion +2/+2
and <b>Immune</b> while
attacking. When it dies,
summon a Ram.",SPELL,,,,
HUNTER,3.0,64968,Throws crazy parties with the Rat King—except when it's raining.,SW_459,Stormwind Piper,COMMON,,"After this minion attacks,
give your Beasts +1/+1.",MINION,1.0,6.0,['DEMON'],
HUNTER,0.0,65044,Collect… essence.,SW_460,Devouring Swarm,RARE,,"[x]Choose an enemy minion.
Your minions attack it,
then return any that die
 to your hand.",SPELL,,,,
MAGE,0.0,65140,It's easy to catch fire when you're on fire.,SW_462,Hot Streak,COMMON,FIRE,Your next Fire spell this turn costs (2) less.,SPELL,,,,
HUNTER,5.0,65159,Which forbidden forest did you get this from?,SW_463,Imported Tarantula,EPIC,,"[x]<b>Tradeable</b>
 <b>Deathrattle:</b> Summon two
1/1 Spiders with
<b>Poisonous</b> and <b>Rush</b>.",MINION,4.0,5.0,['BEAST'],
DRUID,2.0,75558,Cleans the ocean better than any store-brand competitor - guaranteed or your Mana back!,TID_000,Spirit of the Tides,RARE,,"[x]If you have any unspent
Mana at the end of
 your turn, gain +1/+2.",MINION,2.0,2.0,['ELEMENTAL'],
DRUID,1.0,76117,"The light of the moon may have disappeared from Zin-Azshari after the Sundering, but not its power.",TID_001,Moonbeam,COMMON,ARCANE,"Deal $1 damage to an enemy, twice.",SPELL,,,,
DRUID,3.0,75560,A mother of plants in mother of pearl.,TID_002,Herald of Nature,COMMON,,"<b>Battlecry:</b> If you've cast a Nature spell while holding this, give your other minions +1/+1.",MINION,3.0,3.0,['NAGA'],
SHAMAN,4.0,75586,"Burrowing may not be for everyone, but I dig it.",TID_003,Tidelost Burrower,COMMON,,"<b>Battlecry:</b> <b>Dredge</b>.
If it's a Murloc, summon a 2/2 copy of it.",MINION,4.0,4.0,['MURLOC'],
SHAMAN,3.0,75589,His jokes are hilarious if you know Nerglish.,TID_004,Clownfish,COMMON,,<b>Battlecry:</b> Your next two Murlocs cost (2) less.,MINION,3.0,2.0,['MURLOC'],
SHAMAN,5.0,75590,"""REVENANT TO F6. CHECKMATE, OZUMAT!""",TID_005,Command of Neptulon,RARE,NATURE,"Summon two 5/4 Elementals with <b>Rush</b>.
<b>Overload:</b> (1)",SPELL,,,,
HUNTER,3.0,76224,"""Call me Fishmael.""",TID_074,Ancient Krakenbane,RARE,,"[x]<b>Battlecry:</b> If you've cast
three spells while holding
this, deal 5 damage.@
<i>({0} left!)</i>@
<i>(Ready!)</i>",MINION,3.0,3.0,['NAGA'],
HUNTER,3.0,76225,Precision over accuracy.,TID_075,Shellshot,RARE,NATURE,"[x]Deal $3 damage to a
random enemy minion.
Repeat this with 1
less damage.",SPELL,,,,
PALADIN,9.0,76258,"Lightrays, much like rays of light, tend to be seen closer to the surface.",TID_077,Lightray,COMMON,,"<b>Taunt</b>
Costs (1) less for each Paladin card you've played this game.",MINION,5.0,5.0,"['ELEMENTAL', 'BEAST']",
ROGUE,1.0,76259,"Someone didn’t realize the ‘cold, black heart’ thing was supposed to be a metaphor.",TID_078,Shattershambler,RARE,,"[x]<b>Battlecry:</b> The next
<b>Deathrattle</b> minion you
 play immediately dies.",MINION,1.0,3.0,['ELEMENTAL'],
ROGUE,2.0,76261,You’ve got it wrong. She releases ink when <i>you’re</i> scared.,TID_080,Inkveil Ambusher,RARE,,"<b>Stealth</b>
Has +3 Attack and <b>Immune</b> while attacking.",MINION,1.0,2.0,['NAGA'],
PRIEST,3.0,76583,Wake up! No sleeping in with the fishes!,TID_085,Herald of Light,COMMON,,"[x]<b>Battlecry:</b> If you've cast a
Holy spell while holding this,
restore #6 Health to all
friendly characters.",MINION,3.0,4.0,['NAGA'],
PALADIN,3.0,73427,He didn't have time to Myrmidon the other half of his armor before combat started.,TID_098,Myrmidon,COMMON,,"After you cast a spell on this minion, draw a card.",MINION,3.0,4.0,['NAGA'],
HUNTER,2.0,76223,You merely adopted the Battlegrounds. I was born in it. Molded by it.,TID_099,K9-0tron,COMMON,,"[x]<b>Battlecry:</b> <b>Dredge</b>.
If it's a 1-Cost minion,
summon it.",MINION,2.0,3.0,"['MECHANICAL', 'BEAST']",
PRIEST,4.0,74988,"""You can have these back when you learn to play nice.""",TID_700,Disarming Elemental,RARE,,"[x]<b>Battlecry:</b> <b>Dredge</b> for
your opponent. Set its
Cost to (6).",MINION,4.0,4.0,['ELEMENTAL'],
DEMONHUNTER,4.0,75070,"No Old Gods or Kings, only Naga.",TID_703,Topple the Idol,RARE,,"[x]<b>Dredge</b>. Reveal it and
deal damage equal to
 its Cost to all minions.",SPELL,,,,
DEMONHUNTER,2.0,75072,Praise Lord Helix!,TID_704,Fossil Fanatic,COMMON,,"After your hero attacks, draw a Fel spell.",MINION,2.0,2.0,,
DEMONHUNTER,3.0,75552,They used to be called the Heralds of Order before all of this silly Sundering nonsense.,TID_706,Herald of Chaos,COMMON,,"[x]<b>Lifesteal</b>
<b>Battlecry:</b> If you've cast a
Fel spell while holding this,
gain <b>Rush</b>.",MINION,3.0,4.0,['NAGA'],
MAGE,2.0,75555,Time for some out of this world RNG.,TID_707,Submerged Spacerock,RARE,,"[x]<b>Deathrattle:</b> Add two Arcane
Mage spells to your hand.
They are <b>Temporary</b>.",MINION,2.0,2.0,['ELEMENTAL'],
MAGE,3.0,75556,"While Ini’s first use of the Spontaneous Gelatin Transmalgamizer may have gotten her banned from the Gnomish Cooking Convention, she’s never one to throw away a new invention.",TID_708,Polymorph: Jellyfish,COMMON,ARCANE,"Transform a minion
into a 4/1 Jellyfish with <b>Spell Damage +2</b>.",SPELL,,,,
MAGE,5.0,72024,Talk about an identity crisis.,TID_709,Lady Naz'jar,LEGENDARY,,"[x]While in your hand, this
   transforms after you cast a   
Fire, Frost, or Arcane spell.",MINION,5.0,5.0,['NAGA'],
NEUTRAL,3.0,75579,"Good synergy with Crackledragon, not so much with Popdragon.",TID_710,Snapdragon,RARE,,"[x]<b>Battlecry:</b> Give all
<b>Battlecry</b> minions in
your deck +1/+1.",MINION,3.0,3.0,['BEAST'],
NEUTRAL,8.0,75580,<b>Deathrattle:</b> You'll be octo-sorry.,TID_711,Ozumat,LEGENDARY,,"[x]<b>Colossal +6</b> 
<b>Deathrattle:</b> For each of
Ozumat's Tentacles, destroy
   a random enemy minion.",MINION,6.0,5.0,['BEAST'],
NEUTRAL,10.0,75583,"Neptulon, tired of filling hands, is now throwing hands.",TID_712,Neptulon the Tidehunter,LEGENDARY,,"[x]<b>Colossal +2</b>, <b>Rush</b>, <b>Windfury</b>
Whenever Neptulon attacks,
if you control any Hands,
they attack instead.",MINION,7.0,7.0,['ELEMENTAL'],
NEUTRAL,1.0,71646,Prefers regular over diet shampoo.,TID_713,Bubbler,COMMON,,"[x]After this minion takes
 exactly one damage,
destroy it. <i>(Pop!)</i>",MINION,2.0,4.0,['ELEMENTAL'],
WARRIOR,4.0,75631,"Lava shark, doo doo doo doo doo doo.",TID_714,Igneous Lavagorger,COMMON,,"[x]<b>Taunt</b>
 <b>Battlecry:</b> <b>Dredge</b>. Gain
 Armor equal to its Cost.",MINION,3.0,5.0,"['ELEMENTAL', 'BEAST']",
WARRIOR,3.0,75633,"Don’t let this distract you from the fact that in 1998, Ozumat threw Neptulon off Shell in a Cell, and plummeted 16 fathoms through an announcer’s table.",TID_715,Clash of the Colossals,RARE,,Add a random <b>Colossal</b> minion to both players' hands. Yours costs (2) less.,SPELL,,,,
WARRIOR,8.0,75635,"A big minion that clears the board and gains Armor? Wow, Warrior is really in their element now.",TID_716,Tidal Revenant,COMMON,,<b>Battlecry:</b> Deal 5 damage. Gain 8 Armor.,MINION,5.0,8.0,['ELEMENTAL'],
WARLOCK,3.0,73445,"“IT’S NOT A PHASE, MOM!”",TID_717,Herald of Shadows,COMMON,,"<b>Battlecry:</b> If you've cast a Shadow spell while holding this, steal 2 Health from a minion.",MINION,4.0,2.0,['NAGA'],
WARLOCK,4.0,75637,"""Well if you cared about those cards so much, why didn't you play them?""",TID_718,Immolate,RARE,FIRE,"Light every card in the opponent's hand on fire. In 3 turns, any still
in hand are destroyed!",SPELL,,,,
WARLOCK,5.0,75639,"He likes to spend his free time in his garden, growing Bloodradish, Bloodcabbage, and his favorite, Bloodbloom.",TID_719,Commander Ulthok,LEGENDARY,,<b>Battlecry:</b> Your opponent's cards cost Health instead of Mana next turn.,MINION,7.0,7.0,,
NEUTRAL,4.0,85810,How do you know when someone has a crush on you? They take your breath away.,TID_744,Coilfang Constrictor,RARE,,"[x]<b>Battlecry:</b> Look at 3 cards
in your opponent's hand
 and choose one. It can't
be played next turn.",MINION,5.0,4.0,['BEAST'],
PRIEST,4.0,80120,"If you play it on a Naga, they drown in their sorrows instead.",TID_920,Drown,RARE,SHADOW,Put an enemy minion on the bottom of your deck.,SPELL,,,,
ROGUE,2.0,80121,Find someone who looks at you the way Hooktusk looks at loot.,TID_931,Jackpot!,COMMON,,"Add two random
spells from other classes
that cost (5) or more
to your hand.",SPELL,,,,
PALADIN,9.0,80117,"With the line in the sand crossed, the battle for the Throne of Tides had begun.",TID_949,Front Lines,EPIC,,"[x]Summon a minion
from each player's deck.
Repeat until either side
of the battlefield is full.",SPELL,,,,
NEUTRAL,1.0,102337,Too cute to be contained!,TOY_000,Tar Slime,COMMON,,"<b>Taunt</b>
Has +2 Attack during your opponent's turn.",MINION,0.0,3.0,['ELEMENTAL'],
NEUTRAL,1.0,102347,"""How do you keep losing your keys!? They couldn't have just gotten up and walked away!""",TOY_006,Scarab Keychain,COMMON,,"<b>Battlecry:</b> <b>Discover</b> a
2-Cost card.",MINION,1.0,1.0,['BEAST'],
DEMONHUNTER,2.0,102381,Horrible call! BOOOOoo00oO0o0OO0oo0oO!,TOY_028,Spirit of the Team,RARE,,"<b>Stealth</b> for 1 turn.
Your hero has +2 Attack
on your turn.",MINION,0.0,3.0,['UNDEAD'],
MAGE,2.0,102449,There are 99 gnomes in this picture. Can YOU find them all?,TOY_037,Hidden Objects,COMMON,,"<b>Discover</b> a <b>Secret</b>.
Set its Cost to (1).",SPELL,,,,
SHAMAN,3.0,102463,Now with expedited Overload!,TOY_046,Incredible Value,COMMON,SHADOW,<b>Discover</b> a 4-Cost minion. Set its Attack and Health to 7.,SPELL,,,,
NEUTRAL,3.0,102472,"""Uncentered gem, fractured frame, folded corner... 10/10!""",TOY_054,Card Grader,COMMON,,"<b>Battlecry:</b> If you've cast
a spell while holding this, <b>Discover</b> a card from your deck.",MINION,2.0,4.0,['NAGA'],
NEUTRAL,6.0,109169,Never learned how to L.A.N.D.,TOY_100,"Gnomelia, S.A.F.E. Pilot",LEGENDARY,,"[x]<b>Rush</b>. Also damages minions
next to whomever this attacks.
<b>Deathrattle:</b> Deal 2 damage
to all enemies.",MINION,4.0,2.0,,
NEUTRAL,5.0,109165,"A triple threat, all on her own.",TOY_101,Night Elf Huntress,COMMON,,"[x]<b>Battlecry:</b> Deal 3 damage
to three different enemies.
<i>(You pick the targets!)</i>",MINION,3.0,3.0,,
NEUTRAL,4.0,109166,Ha ha HAAAH huHAH!,TOY_102,Footman,RARE,,"<b>Taunt</b>
Adjacent minions are <b>Immune</b> while attacking.",MINION,2.0,5.0,,
NEUTRAL,5.0,109168,Where do you think the chickens learned to be angry?,TOY_103,Warsong Grunt,COMMON,,"<b>Rush</b>. After this attacks and kills a minion, it may attack again.",MINION,3.0,6.0,,
NEUTRAL,3.0,102784,"""You want a piece of me!? Will that be one scoop or two?""",TOY_307,Sweetened Snowflurry,COMMON,,"[x]<b>Miniaturize</b>
<b>Battlecry:</b> Get 2 random
<b>Temporary</b> Frost spells.",MINION,3.0,3.0,['ELEMENTAL'],
NEUTRAL,4.0,102799,She remembers Alterac Valley like it was 833 days ago.,TOY_312,Nostalgic Gnome,RARE,,"[x]<b>Miniaturize</b>
<b>Rush</b>. After this minion deals
exact lethal damage on your
turn, draw a card.",MINION,4.0,4.0,,
NEUTRAL,0.0,102983,It only took us 2998 prototypes to figure out how to make the perfect card... by having YOU do it!,TOY_330,Zilliax Deluxe 3000,LEGENDARY,,"While building your deck,
customize your very own
Zilliax Deluxe 3000!",MINION,0.0,0.0,['MECHANICAL'],
NEUTRAL,3.0,103327,"Nostalgic Initiate: ""Man I wish I could relive my college days...""
Kel'thuzad: ""Say no more.""",TOY_340,Nostalgic Initiate,COMMON,,"<b>Miniaturize</b>
The first time you cast a spell, gain +2/+2.",MINION,2.0,3.0,,
NEUTRAL,5.0,103333,"He used to be kind of corrupt, but now he performs purely for the fun of it.",TOY_341,Nostalgic Clown,EPIC,,"[x]<b>Miniaturize</b>
<b>Battlecry:</b> If you've played a
higher Cost card while holding
this, deal 4 damage.",MINION,6.0,5.0,,
HUNTER,2.0,103143,Oh this is a present? Would you like that gift raptor not?,TOY_350,Painted Canvasaur,RARE,,<b>Battlecry:</b> Give each other friendly Beast a random <b>bonus effect</b>.,MINION,3.0,2.0,['BEAST'],
HUNTER,5.0,103144,"Which came first, the Mukla or the egg?",TOY_351,Mystery Egg,EPIC,,"[x]<b>Miniaturize</b>
<b>Deathrattle:</b> Get a copy of a
random Beast in your deck.
It costs (5) less.",MINION,0.0,3.0,,
HUNTER,2.0,103146,We made fetch happen.,TOY_352,Fetch!,COMMON,,"Draw a minion. If it's a Beast, draw a spell.",SPELL,,,,
HUNTER,2.0,103153,"""I'll name you Misha, you Huffer, and you can be the third one.""",TOY_353,Patchwork Pals,RARE,,"Get all 3 Animal Companions. They
cost (1) less.",SPELL,,,,
HUNTER,4.0,103154,This place has really gone to the dogs.,TOY_354,R.C. Rampage,EPIC,,Summon six 1/1 Hounds. Any that can't fit give the others +1/+1.,SPELL,,,,
HUNTER,5.0,103156,So THIS is who's been lowering the power level of all those Hearthstone cards in a foamly fashion.,TOY_355,"Hemet, Foam Marksman",LEGENDARY,,"After a friendly Beast dies, get a random <b>Legendary</b> Beast from the past. It costs (2) less.",MINION,3.0,6.0,,
HUNTER,7.0,103162,This toy WRECKS.,TOY_356,Toyrannosaurus,COMMON,,"<b>Rush</b>
<b>Deathrattle:</b> Deal 7 damage to a random enemy.",MINION,7.0,7.0,['BEAST'],
HUNTER,9.0,103166,He's so fluffy you're gonna DIE!,TOY_357,King Plush,LEGENDARY,,"[x]<b>Charge</b>
<b>Battlecry:</b> Return all minions
with less Attack than this
 to their owner's decks.",MINION,6.0,6.0,['BEAST'],
HUNTER,2.0,103167,"For some reason, my dog keeps trying to eat this.",TOY_358,Remote Control,COMMON,,"After your hero attacks, summon a 1/1 Hound.",WEAPON,1.0,,,3.0
HUNTER,2.0,103186,"Yeah, I work out at the gym. The one with all the plushies and toys.",TOY_359,Jungle Gym,RARE,,"[x]Deal 1 damage to a
random enemy. Repeat
for each friendly Beast.",LOCATION,,2.0,,
